squirrel_id,latitude,longitude,shift,date,age,color,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
15I-AM-1008-04,40.7760015129298,-73.9653142636891,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,True,True,False,,False,False,False,False,False,False,False,True
35D-AM-1019-01,40.7939653733898,-73.9586098170241,AM,2018-10-19,,,Above Ground,"on tree, blue jays gathering nearby",False,False,False,False,False,,True,False,False,False,False,False,False,False
32B-AM-1017-02,40.7920255189467,-73.963100689807,AM,2018-10-17,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,True,False,False,True
3D-PM-1010-12,40.7683813358343,-73.9768357173861,PM,2018-10-10,Adult,Cinnamon,Ground Plane,,True,True,False,False,True,,False,True,False,False,False,False,False,False
35C-PM-1013-02,40.7943724108626,-73.9601486483164,PM,2018-10-13,,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
37B-PM-1013-05,40.7964417084985,-73.9597418366664,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
41D-PM-1014-03,40.7985404965582,-73.954959868822,PM,2018-10-14,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
16E-AM-1014-09,40.778185700305,-73.9687847410656,AM,2018-10-14,Adult,Gray,Above Ground,In tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
18G-PM-1013-02,40.7791683666215,-73.9659010238417,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
7D-PM-1010-01,40.7720659696067,-73.9749446629706,PM,2018-10-10,Adult,Gray,Ground Plane,outside fenced hectare,True,False,False,False,False,,False,False,False,False,False,False,False,False
8G-PM-1017-01,40.7714145086361,-73.971322876671,PM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
4C-PM-1010-06,40.7690453494383,-73.9773821135611,PM,2018-10-10,Adult,Gray,Ground Plane,behind playground benches,False,False,False,True,False,,False,False,False,False,True,False,False,True
1C-PM-1013-06,40.7678201535968,-73.9793103340869,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
14E-AM-1008-19,40.7762349924081,-73.970173142921,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
40G-AM-1007-02,40.7963759240504,-73.952526164386,AM,2018-10-07,Juvenile,Cinnamon,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,True,False
12H-PM-1007-08,40.7741871025115,-73.9680833729772,PM,2018-10-07,,,Above Ground,in tree,False,False,False,False,False,,False,False,False,False,False,False,False,True
22G-AM-1018-05,40.7817401292083,-73.9632646049622,AM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
23E-PM-1006-01,40.7839611840884,-73.9647284206644,PM,2018-10-06,Adult,Gray,Above Ground,on a tree,True,False,False,False,False,,False,False,False,False,False,False,False,True
22G-AM-1018-02,40.7820936628202,-73.9635290751183,AM,2018-10-18,Adult,Gray,Ground Plane,,True,False,True,False,False,,True,False,False,False,False,False,False,True
16D-PM-1010-03,40.7786545659072,-73.9696360756453,PM,2018-10-10,Adult,Gray,Above Ground,,False,False,True,True,False,,False,False,False,False,False,False,True,False
14D-AM-1014-16,40.7769096957616,-73.9709104380323,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,True,False
11H-AM-1010-05,40.7724786961619,-73.9685429060839,AM,2018-10-10,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
19F-PM-1017-04,40.7803011124382,-73.9652584749758,PM,2018-10-17,Adult,Gray,Ground Plane,,False,True,True,False,False,,False,False,False,False,True,False,False,True
30A-AM-1010-01,40.7908191782173,-73.9650499507011,AM,2018-10-10,Adult,Cinnamon,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,False,True
2E-AM-1010-02,40.7668696411765,-73.9772396728545,AM,2018-10-10,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,False
40D-PM-1013-05,40.7976258458604,-73.9561141662309,PM,2018-10-13,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
11H-AM-1010-04,40.7724510558327,-73.9682803241007,AM,2018-10-10,,Gray,,,False,False,False,False,True,,False,False,False,False,True,False,False,False
41D-AM-1014-05,40.7978431980204,-73.9553113771098,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
6D-PM-1020-04,40.7706035301542,-73.9761440627966,PM,2018-10-20,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
9C-PM-1006-01,40.7731347452245,-73.9746802194012,PM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,True
35A-AM-1014-04,40.7952875954297,-73.9617612388703,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
15C-PM-1017-03,40.7784353043714,-73.9713487591577,PM,2018-10-17,Adult,Black,Above Ground,running across overpass,True,False,False,False,False,,False,False,False,False,False,False,True,False
14E-AM-1008-06,40.7768001008083,-73.9701310753277,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
16B-AM-1014-01,40.7794963354254,-73.9718474480919,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
11A-PM-1013-01,40.7756257458036,-73.9756810453606,PM,2018-10-13,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,eating (osage orange),False,False,False,False,False,False,True,False
33I-PM-1006-09,40.7899702628835,-73.9547423290276,PM,2018-10-06,Adult,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
38E-AM-1010-07,40.7951124076946,-73.9559677963727,AM,2018-10-10,Adult,Gray,Above Ground,branches,True,True,False,False,False,chasing and being chased by #6,False,False,False,False,True,False,False,True
39B-PM-1014-03,40.7980121226635,-73.9584696083284,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
36G-PM-1012-01,40.7933537584624,-73.9549082481152,PM,2018-10-12,Adult,Gray,Ground Plane,,False,False,False,False,False,crossing east drive,False,False,False,False,False,False,False,False
14C-PM-1006-02,40.7772135587308,-73.9714465493257,PM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,False,True
21F-PM-1018-03,40.7815445841195,-73.9643825381614,PM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
21H-AM-1017-02,40.7811302397912,-73.9625416200877,AM,2018-10-17,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
22F-AM-1007-02,40.782693848993,-73.9638526062093,AM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,False,standing,False,False,False,False,False,False,True,False
5G-PM-1010-03,40.768814796037,-73.973351945818,PM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
15F-AM-1007-02,40.776599466588,-73.9685227310735,AM,2018-10-07,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,False,False,False,True
13D-PM-1018-09,40.776085913838,-73.9721670042434,PM,2018-10-18,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,True,False
3B-AM-1010-01,40.7688272492961,-73.9792153893146,AM,2018-10-10,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
37D-PM-1014-05,40.7953080673706,-73.9579335275486,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
14E-AM-1008-07,40.7766720346576,-73.9704166194815,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,True,walking,False,False,False,False,False,False,True,False
40B-PM-1014-01,40.7985734105729,-73.9573057686241,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
41A-PM-1007-03,40.7992194575293,-73.9581982486469,PM,2018-10-07,Adult,Gray,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,False,False
3I-PM-1013-05,40.7659131865172,-73.972467515471,PM,2018-10-13,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
16D-PM-1010-06,40.7782913925727,-73.9700330712119,PM,2018-10-10,Adult,Gray,Ground Plane,,True,False,False,False,True,walking,False,False,False,False,False,False,False,False
37E-PM-1006-08,40.7946679755816,-73.9570086212285,PM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
33C-AM-1012-02,40.7924082330328,-73.9615402629655,AM,2018-10-12,Adult,Gray,Above Ground,tree branches,False,True,True,False,False,,False,False,False,False,False,False,True,False
10F-AM-1007-01,40.7723691587433,-73.9708364583591,AM,2018-10-07,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,True,False,False,False,False
9B-PM-1013-04,40.773624164826,-73.9756972647636,PM,2018-10-13,Juvenile,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,True,False
1C-AM-1012-01,40.7671499997527,-73.9799441493404,AM,2018-10-12,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
7H-PM-1006-03,40.7701163892686,-73.9709040623777,PM,2018-10-06,Adult,Gray,Above Ground,tree,True,False,True,False,False,,False,False,False,True,False,False,True,False
3F-AM-1006-09,40.7673618284782,-73.9745227769788,AM,2018-10-06,Juvenile,Gray,Ground Plane,in grass by light post,False,False,False,False,True,,False,False,False,False,False,False,True,False
22D-PM-1012-05,40.7833659689194,-73.9659549963516,PM,2018-10-12,Adult,Gray,,,False,False,False,True,False,,False,False,False,False,False,False,True,False
5C-PM-1010-10,40.7704671295941,-73.9763622269272,PM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
17E-AM-1017-06,40.7789728381912,-73.9674688433583,AM,2018-10-17,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
9G-PM-1007-05,40.7717074044466,-73.9706360005275,PM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
1D-PM-1007-03,40.7668300056094,-73.9783366903829,PM,2018-10-07,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
35A-AM-1014-06,40.7945126358465,-73.9622047677701,AM,2018-10-14,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
42I-PM-1014-03,40.796517007214,-73.9497217674555,PM,2018-10-14,,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
22C-PM-1006-05,40.7838870159057,-73.9671306431211,PM,2018-10-06,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
4B-PM-1018-01,40.7696870806229,-73.9786714207307,PM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
10B-PM-1014-03,40.7743391883762,-73.9750992564362,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
41D-PM-1014-01,40.7980460204041,-73.9556218199258,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,True,False,"digging,drinking",False,False,False,False,False,False,False,True
25A-AM-1013-02,40.7867482211349,-73.9677779408464,AM,2018-10-13,,Gray,Above Ground,BIG TREE,False,True,False,False,False,chasing #3,False,False,False,True,False,False,True,False
35A-PM-1013-12,40.7950033150385,-73.9612398509782,PM,2018-10-13,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
3I-AM-1010-04,40.7664488175384,-73.9720553753548,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
16D-PM-1010-04,40.7787780193358,-73.9700148248402,PM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
2C-PM-1013-08,40.7685079149692,-73.9789126088606,PM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,True,False,False
7B-AM-1008-01,40.7723666382125,-73.9771843912229,AM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
22F-AM-1007-07,40.7827698220703,-73.9646597452128,AM,2018-10-07,Juvenile,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
6A-AM-1006-04,40.7717086090782,-73.97826438139,AM,2018-10-06,Adult,Gray,Ground Plane,,False,True,False,False,True,,False,False,False,False,True,False,False,False
6A-PM-1012-05,40.7718260288338,-73.9785133301426,PM,2018-10-12,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
37G-PM-1007-03,40.7943086530436,-73.9543323786888,PM,2018-10-07,Adult,Gray,Above Ground,,False,False,False,True,False,"lying on belly on branch,eating big nut",False,False,False,False,False,False,False,False
13D-PM-1018-13,40.7760942872488,-73.9712256765283,PM,2018-10-18,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
33E-AM-1014-02,40.7918150568046,-73.9593352806175,AM,2018-10-14,Juvenile,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
14B-PM-1014-06,40.7781916780621,-73.9727488640736,PM,2018-10-14,Juvenile,Gray,Ground Plane,,False,False,False,False,False,watching me,False,False,False,False,False,True,False,False
7E-PM-1013-05,40.7707167671865,-73.9742804552383,PM,2018-10-13,Adult,Gray,Ground Plane,On rocks,False,False,False,True,True,,False,False,False,False,True,False,True,False
9A-AM-1013-11,40.7743883576247,-73.9769319450348,AM,2018-10-13,Juvenile,Gray,Ground Plane,foot of tree,True,True,False,False,False,,False,False,False,False,False,False,True,False
11D-AM-1010-06,40.7748300991287,-73.9718270820347,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
18C-PM-1018-03,40.7802972001469,-73.9698196671161,PM,2018-10-18,Juvenile,Gray,Above Ground,,True,True,False,False,False,,False,False,False,False,False,False,False,True
36I-PM-1007-05,40.7920949788358,-73.9530263552489,PM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
1A-PM-1014-02,40.7682921842325,-73.9808202088503,PM,2018-10-14,Adult,Cinnamon,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,False,False
42G-PM-1014-01,40.7976985385835,-73.9522291603405,PM,2018-10-14,Adult,Gray,Above Ground,,False,False,True,False,True,,False,False,True,False,False,False,False,True
9I-PM-1010-07,40.7709413567859,-73.9685751595485,PM,2018-10-10,Adult,Gray,Above Ground,ran up tree,True,False,False,False,False,,False,False,False,False,False,False,False,True
12C-AM-1013-02,40.776034583573,-73.9721592378418,AM,2018-10-13,Adult,Gray,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,True,False
37G-PM-1007-04,40.794201225045,-73.9540908513075,PM,2018-10-07,,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
35E-AM-1020-03,40.7934570294469,-73.9573930079918,AM,2018-10-20,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
8F-PM-1012-01,40.7715726159383,-73.9717580228664,PM,2018-10-12,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
34I-PM-1010-06,40.7908540751983,-73.9547711796823,PM,2018-10-10,Adult,Gray,,,False,False,False,False,True,,False,False,False,False,True,False,False,False
33E-AM-1014-09,40.7913119223584,-73.9589675995517,AM,2018-10-14,Juvenile,Black,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False
16D-PM-1010-09,40.7782055688113,-73.9698762023146,PM,2018-10-10,Adult,Gray,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,True,False
14H-AM-1007-01,40.7751342870705,-73.9671549566066,AM,2018-10-07,Adult,Gray,Above Ground,top of tree,True,False,False,False,False,jumping between branches,False,False,False,False,False,False,True,False
13H-PM-1010-09,40.7742813149957,-73.9679399097382,PM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
29C-AM-1007-03,40.789133072717,-73.9629420113622,AM,2018-10-07,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
12G-PM-1007-05,40.7737911559867,-73.9688466874605,PM,2018-10-07,,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
18H-PM-1014-03,40.7779692777193,-73.9642411990432,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
15I-AM-1008-02,40.7758743113817,-73.9653279069888,AM,2018-10-08,Adult,Gray,Above Ground,on fence,False,False,False,True,False,,False,False,False,False,False,False,False,True
42C-AM-1007-04,40.7990928062435,-73.9556937218252,AM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,False,walking,False,False,False,False,False,False,True,False
38E-PM-1014-03,40.7952765022241,-73.9558809064648,PM,2018-10-14,,Gray,Ground Plane,THICK UNDERGROWTH,False,False,False,False,True,,False,False,False,False,False,False,True,False
39C-AM-1017-04,40.797027128241,-73.957976896139,AM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
5C-PM-1010-04,40.7707561532949,-73.9769887473852,PM,2018-10-10,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,False
14I-PM-1018-06,40.7752614638023,-73.9655905300923,PM,2018-10-18,Adult,Cinnamon,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,True,False
32E-PM-1017-01,40.7909991733435,-73.9588886083793,PM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
9B-PM-1013-01,40.7738879545412,-73.9754836796706,PM,2018-10-13,Juvenile,Gray,Ground Plane,,False,False,False,False,False,playing,False,False,False,False,True,False,True,False
26B-AM-1010-01,40.7878502338031,-73.9662939630722,AM,2018-10-10,Adult,Gray,Ground Plane,running across bridle path,True,False,False,False,False,,False,False,False,False,False,False,False,True
31D-AM-1014-02,40.7909351393505,-73.9613051957306,AM,2018-10-14,Juvenile,Gray,Ground Plane,Undergrowth,False,False,False,False,True,,False,False,False,False,False,False,False,True
5C-PM-1010-11,40.770606513989,-73.9764235373322,PM,2018-10-10,Adult,Cinnamon,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,False
16C-AM-1014-04,40.7787503220242,-73.9705053821577,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
5D-PM-1018-04,40.770281512254,-73.9763791121438,PM,2018-10-18,Adult,Gray,Ground Plane,,False,True,False,False,False,chasing (dog chasing),False,False,False,False,False,False,False,True
36B-PM-1013-03,40.7952466761832,-73.9600165785486,PM,2018-10-13,Adult,Gray,Ground Plane,,True,True,False,False,False,,False,False,False,False,True,False,False,True
40C-AM-1017-02,40.7980080911115,-73.9573724133264,AM,2018-10-17,Adult,Gray,Ground Plane,,False,True,False,True,False,chasing (#1),False,False,False,False,False,False,False,True
28I-AM-1013-01,40.7855654405447,-73.9580109357087,AM,2018-10-13,Adult,Gray,Ground Plane,Jumped onto path & then back into brush,False,False,False,False,False,stood on fence,False,False,False,False,False,False,False,True
38F-AM-1018-04,40.7950157489103,-73.9548877830136,AM,2018-10-18,Adult,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
1F-AM-1010-01,40.7661199889431,-73.9767314435027,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
26A-AM-1014-01,40.7875392957722,-73.9673243699918,AM,2018-10-14,,Gray,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False
32E-AM-1007-05,40.7907347708353,-73.9596375907038,AM,2018-10-07,Adult,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
17F-PM-1020-04,40.7786749596774,-73.9673235555321,PM,2018-10-20,Juvenile,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
11A-PM-1013-03,40.7755119810678,-73.9757536187319,PM,2018-10-13,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
17E-AM-1017-01,40.7789234397249,-73.9675047480308,AM,2018-10-17,Adult,Gray,Ground Plane,Pond area,False,False,False,False,True,,False,False,False,False,False,False,True,False
31I-PM-1019-02,40.7880617963868,-73.9562765288004,PM,2018-10-19,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
32H-PM-1006-02,40.7892400394941,-73.9558589529608,PM,2018-10-06,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
6A-PM-1012-07,40.7716184505002,-73.9785536529136,PM,2018-10-12,Adult,Cinnamon,Ground Plane,elevated ground,False,True,False,False,True,,False,False,False,False,False,False,True,False
17A-AM-1017-01,40.7803588122409,-73.9719036217446,AM,2018-10-17,Adult,Gray,Above Ground,ground & tree,True,False,True,False,True,,False,False,False,False,True,False,False,True
40C-AM-1017-07,40.7975685470963,-73.9568382279233,AM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
8A-PM-1014-01,40.773709213914,-73.976730206737,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,True,True,False,,True,False,False,False,False,False,False,True
13C-PM-1019-05,40.7761311465857,-73.972212563004,PM,2018-10-19,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,True,True,False
4E-PM-1008-03,40.7692377401467,-73.9758152322587,PM,2018-10-08,Adult,Gray,,,False,True,False,False,False,chasing #4,False,False,False,False,False,False,False,False
41E-PM-1013-05,40.7979800395433,-73.954092292214,PM,2018-10-13,Juvenile,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
3H-AM-1008-05,40.7663703404546,-73.9734762649298,AM,2018-10-08,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
41E-AM-1007-02,40.79800412717,-73.9539400028236,AM,2018-10-07,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
40E-AM-1014-03,40.7968774599654,-73.9554891003543,AM,2018-10-14,Adult,Gray,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,True,False
2A-AM-1010-02,40.7683896665502,-73.9809610117171,AM,2018-10-10,,Gray,Above Ground,perched on small fence,False,False,False,True,False,,False,False,False,False,True,False,False,True
3A-PM-1017-03,40.7697950141751,-73.9801661903932,PM,2018-10-17,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
30I-PM-1006-02,40.7878756067582,-73.9570056123953,PM,2018-10-06,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
17C-PM-1013-01,40.7795238784266,-73.9703401385684,PM,2018-10-13,Adult,Gray,Ground Plane,then perched on 2-ft high border fencing,False,False,False,False,True,,False,False,False,False,False,False,False,True
9A-AM-1013-04,40.7741908010484,-73.976769659152,AM,2018-10-13,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
9E-PM-1014-02,40.7731671049246,-73.9728783802067,PM,2018-10-14,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
41D-AM-1014-02,40.7987578541123,-73.9553726714504,AM,2018-10-14,Adult,Gray,Above Ground,,False,False,False,False,False,jumping,False,False,False,False,False,False,True,False
14G-AM-1012-02,40.7759013923034,-73.9679008849677,AM,2018-10-12,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
7H-PM-1006-09,40.7693499326095,-73.9704575848926,PM,2018-10-06,Adult,Black,Ground Plane,by tree,False,False,False,True,True,,False,False,False,True,False,True,False,True
38D-AM-1017-03,40.796268457326,-73.9572686979412,AM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,False,False
22F-AM-1007-03,40.7825966332367,-73.9638298997554,AM,2018-10-07,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
5I-AM-1010-01,40.7680560871695,-73.9700759073973,AM,2018-10-10,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
12C-AM-1013-01,40.7761086352438,-73.9721854790038,AM,2018-10-13,Adult,Gray,Ground Plane,,False,False,False,False,True,burying,False,False,False,False,False,False,True,False
3E-AM-1006-02,40.7682390282581,-73.9766440589836,AM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,False,True
3H-PM-1014-07,40.7664248283566,-73.9725174868556,PM,2018-10-14,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
39D-AM-1008-03,40.7966823114508,-73.9563661256875,AM,2018-10-08,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
9I-AM-1014-09,40.7705162616199,-73.9687027782726,AM,2018-10-14,Adult,Gray,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,False,False
28D-AM-1012-04,40.7883829851518,-73.9624538733037,AM,2018-10-12,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
10G-AM-1006-07,40.7726873760687,-73.9706903740547,AM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
1B-AM-1012-10,40.7678723471007,-73.9802079259866,AM,2018-10-12,Juvenile,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
32D-PM-1006-04,40.7910157676119,-73.9602398690946,PM,2018-10-06,Adult,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,True,False,True,False
5I-AM-1010-02,40.7676942639697,-73.9709244006956,AM,2018-10-10,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
32F-PM-1008-05,40.7905794078843,-73.9588708103486,PM,2018-10-08,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
34E-PM-1006-01,40.7927301214476,-73.958417813526,PM,2018-10-06,Adult,Gray,Above Ground,,False,False,False,False,False,sitting and watching on a tree,False,False,False,False,False,False,True,False
2D-AM-1007-01,40.7675178797546,-73.9779811967788,AM,2018-10-07,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,False,False
3E-AM-1006-01,40.7683034739069,-73.9759830650957,AM,2018-10-06,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
5I-AM-1010-05,40.7682187144432,-73.9710207438538,AM,2018-10-10,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
3A-PM-1017-08,40.7698034314993,-73.9799155966086,PM,2018-10-17,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
4C-PM-1010-11,40.7697167828003,-73.977447585355,PM,2018-10-10,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,False,False
40E-PM-1017-02,40.7971235333699,-73.955018489069,PM,2018-10-17,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
